Event_Window,Mean_CAR,Var(MCAR),z-stat,p-value
"[-5,0)",0.0006756166529082164,2.609967591827316e-07,1.3224607412348504,0.1860147739615885
"[-2,0)",-0.0006461633852548278,1.6447045709289898e-07,-1.5933030791853688,0.11109221625968722
"[-2,3)",-0.0005235212116184379,2.6143085390433415e-07,-1.0238960369915424,0.30588438227326797
"[0,2)",-6.2883399416615e-05,1.6036042063637294e-07,-0.15703173091979097,0.87521984066493486
