Stock_Ticker,Decision_Date,MFCAR,MFCAR/Sigma
ITGR,2017-02-09,0.018715529656358657,0.56415949709663804
ERIE,2017-03-07,0.020469692081054303,1.3399436695501792
WMT,2016-08-05,0.0066684525823950055,0.16057482753821686
EA,2016-09-13,0.027935304266974454,1.7026478798190763
LLNW,2015-04-27,0.051774281195059953,0.98006136633572072
CSCO,2013-10-02,0.05022473389900145,2.0381789558850003
MSFT,2013-05-01,-0.0054395865298454936,-0.43529438239040902
EBAY,2017-02-07,0.015385782325910808,0.55655983431283573
FB,2016-05-17,-0.0076589892499120682,-0.34196688297500188
INTC,2016-09-30,0.0084951785014047848,0.41376876541358099
FDX,2017-05-09,0.0079646392761821214,0.40043452573679084
ODP,2015-06-30,0.026719660344181023,1.4397876187362955
ADSK,2016-04-12,0.0011716755633261662,0.021276091014316947
EA,2016-12-07,0.017710638009210283,0.90833595232096331
TXN,2015-08-13,-0.028397291994808865,-1.6647620521967379
NOK,2015-11-10,-0.012451961988362587,-0.42008137554405084
AAPL,2016-05-17,0.02683949927834179,1.4628628997764794
MSFT,2017-04-20,0.018495136917744827,1.1037707873989882
ATVI,2016-09-13,0.019911758502045546,0.7315235022609744
BDC,2015-11-05,0.038964228473470676,1.1072820625878794
MMM,2016-01-13,0.0091339998891013293,0.57271649652097778
NUVA,2017-02-07,-0.0072170902951862043,-0.24956689436447646
DD,2016-08-19,0.022250385480462296,0.76268983241570465
AAPL,2016-08-01,0.026883443693961721,1.1959963116289354
INTC,2015-11-16,0.025492853387641491,1.1133042406341336
OSTK,2014-07-11,0.04098125552145937,0.77417863675192844
INTC,2014-01-14,-0.0053074135053274157,-0.16903970671517821
ALG,2016-05-26,-0.0012153874500317463,-0.026054959151791166
HPQ,2015-07-09,-0.048724168215043086,-1.8056054454414698
LLY,2015-07-08,-0.0095002372349300111,-0.61531163606348172
TESO,2015-10-30,-0.045708142405889364,-1.026368808307379
TG,2013-08-06,0.018103787736533393,0.43834490963299416
UEIC,2016-10-17,-0.0083514923039987518,-0.23696284146053118
BSX,2013-05-13,0.056321379003717448,2.2755706897394457
ABT,2013-04-04,0.0031567955967288178,0.19171130557709865
CSCO,2014-08-08,-0.015442393060404725,-0.53928412346060994
XLNX,2015-10-09,0.007435679302718344,0.28755367922612407
KMB,2014-07-10,-0.00080320546364000918,-0.045356763904863061
ATHX,2015-05-07,-0.002095610050318733,-0.027698638795325563
SYMC,2016-09-30,-0.011490103649220554,-0.52320776030695559
INTU,2016-05-12,0.016106785878400386,0.65686295632232727
SUPN,2016-12-12,0.025840648679842891,0.46336313659558331
HPQ,2015-09-14,-0.0096603154467083466,-0.51689704714183382
NATI,2014-08-11,-0.020793742753306102,-1.2189927602859096
AMZN,2014-11-26,-0.055345484230730387,-2.3842310402362044
MMM,2016-02-10,-0.017321522560068095,-0.56359636214969344
ALLY,2017-02-21,-0.0020379407618313378,-0.11242124147367322
TWTR,2016-05-17,0.037670380916989453,0.64692590059686406
MSFT,2014-11-06,-0.00042602864041542225,-0.025957187101152624
NOK,2016-08-05,-0.0015597276810899114,-0.057124895430879112
XLNX,2016-02-12,-0.022385881641438184,-1.4328333169337122
YHOO,2013-07-22,-0.03418768366873097,-1.0917840981142644
YHOO,2016-05-17,-0.024106635296496814,-0.99498134586945841
PKI,2015-07-31,0.013874483482120142,0.96720177265990914
NKE,2016-02-11,-0.044390389372876746,-1.5323394992385133
CTXS,2014-10-14,-0.020494520582872409,-0.9103200604482764
AMZN,2015-02-09,-0.013030499293034724,-0.39667800840397766
XRX,2017-02-13,0.01245396174696352,0.50587668534331043
INTC,2016-02-12,-0.040623883285388365,-1.8522661050508655
F,2017-04-21,-0.026943933246515547,-1.4120490200293685
TXN,2016-04-25,-0.013021519192527274,-0.56144228667090534
PRSS,2016-11-10,-0.11420070360929872,-2.5842993585812528
MNTA,2015-11-10,0.03304147045592408,0.63662560159804782
BAX,2013-07-02,0.0064322847192642219,0.23036247285283176
RTEC,2016-02-03,-0.01521556490910763,-0.56310012930619313
ORCL,2013-10-02,-0.0016118767768578601,-0.075977672704520161
NVS,2015-05-21,0.0036842396969037922,0.21816975960017149
GE,2015-12-17,0.0076269486058492472,0.32560210355440644
YHOO,2014-02-26,0.021565882301256393,0.68776208395915195
PFE,2014-07-01,0.030159640846487343,1.0647072675993929
AAPL,2012-10-11,-0.020619610159462936,-0.63273954633857021
AMZN,2015-11-09,0.0096601246062455182,0.44252552202016449
CTXS,2015-06-16,-0.014115851445531097,-0.53651005248510442
BAC,2014-07-10,0.0073009498253745406,0.22434376352009561
SYMC,2013-11-13,0.028267987352300929,1.3072854689744531
CSCO,2016-05-31,-0.0030853703940303956,-0.20800796229372159
AAPL,2013-11-18,0.03731481890250618,1.0308201108662307
ILMN,2016-07-26,0.1106992529253745,4.7154760918861882
NUVA,2016-08-09,0.0090438753363616779,0.39703506286559381
NK,2017-05-03,0.10120429319840549,1.5252083525573505
CNXN,2015-06-30,-0.041563105512365556,-1.3834558091541072
FDX,2014-07-10,0.015292597322694538,1.2428523207307061
RTEC,2015-10-21,-0.042228613720678876,-0.55858289755530688
IGT,2013-03-13,-0.0011653339641068232,-0.047016689083977943
SBH,2016-04-25,0.024113299431602852,0.41180503779606947
ABBV,2015-07-21,-0.0047771883290972823,-0.22009236417258779
JAKK,2014-06-11,-0.084710684903599107,-1.2103976792967208
CBS,2016-09-30,0.039634793714507816,1.3654843925524913
XLNX,2017-04-12,0.014688390278142605,0.52334363541570417
WILN,2017-01-17,0.0086093340637663097,0.17314790332603375
