Event_Window,Mean_CAR,Var(MCAR),z-stat,p-value
"[-5,0)",-0.0004308983084538722,9.288476756280915e-07,-0.44709780722389686,0.65480444220092004
"[-2,0)",-0.0008159214867867304,5.949124228429999e-07,-1.0578445458631927,0.29012632037054842
"[-2,3)",-0.0006287188429756354,9.327404192201124e-07,-0.6509926393795056,0.51505123836004607
"[0,2)",0.0010566745191933323,5.838368960763208e-07,1.3829149332840744,0.16669095085016017
